Ship Mode,Ship Date,Order Date,Customer ID,Product ID
First Class,2019-12-21,2019-12-18,AH-10120,OFF-LA-10000407
Standard Class,2020-01-02,2019-12-27,JW-15955,OFF-LA-10002368
Standard Class,2019-12-31,2019-12-27,EM-14140,OFF-LA-10001613
Second Class,2019-12-26,2019-12-23,LA-16780,OFF-LA-10002945
First Class,2019-12-06,2019-12-03,EG-13900,OFF-LA-10001317
Standard Class,2019-12-13,2019-12-09,FM-14380,OFF-LA-10001474
Standard Class,2019-12-13,2019-12-09,FM-14380,OFF-LA-10001404
Second Class,2019-12-08,2019-12-05,RF-19345,OFF-LA-10004853
Second Class,2020-02-21,2020-02-18,CV-12805,OFF-LA-10004345
Standard Class,2020-02-15,2020-02-11,DJ-13510,OFF-LA-10001297
Second Class,2020-03-06,2020-03-04,TT-21460,OFF-LA-10002381
Second Class,2020-03-22,2020-03-17,DB-13405,OFF-LA-10000081
Standard Class,2020-03-23,2020-03-17,AS-10630,OFF-LA-10003190
Second Class,2020-03-22,2020-03-17,DB-13405,OFF-LA-10004093
Standard Class,2020-03-12,2020-03-07,SH-20395,OFF-LA-10003510
Standard Class,2020-03-10,2020-03-06,FC-14245,OFF-LA-10004559
Standard Class,2020-03-12,2020-03-06,DW-13540,OFF-LA-10000134
Same Day,2020-03-05,2020-03-05,PK-19075,OFF-LA-10003537
First Class,2020-03-11,2020-03-08,VB-21745,OFF-LA-10001158
Second Class,2020-01-23,2020-01-19,DL-12865,OFF-LA-10003714
Standard Class,2020-01-04,2019-12-30,BM-11785,OFF-LA-10003720
Standard Class,2020-02-05,2020-01-29,RD-19585,OFF-LA-10001045
First Class,2020-01-21,2020-01-20,ML-17410,OFF-LA-10001613
Standard Class,2019-10-15,2019-10-08,PM-19135,OFF-LA-10004545
First Class,2019-10-10,2019-10-07,AW-10930,OFF-LA-10000134
First Class,2019-10-02,2019-09-29,LS-16945,OFF-LA-10004853
Standard Class,2019-10-07,2019-10-03,DB-12910,OFF-LA-10002271
Standard Class,2019-10-21,2019-10-15,CD-12790,OFF-LA-10003223
Standard Class,2019-10-21,2019-10-15,CD-12790,OFF-LA-10004559
Standard Class,2019-10-20,2019-10-13,BW-11110,OFF-LA-10000407
Standard Class,2019-09-23,2019-09-17,CC-12430,OFF-LA-10002195
Standard Class,2019-09-22,2019-09-18,PO-18850,OFF-LA-10002787
Second Class,2019-09-14,2019-09-12,BP-11185,OFF-LA-10000634
Standard Class,2019-09-16,2019-09-11,AS-10090,OFF-LA-10001982
Standard Class,2019-09-16,2019-09-12,SF-20200,OFF-LA-10003720
Standard Class,2019-09-18,2019-09-13,AG-10270,OFF-LA-10004559
Standard Class,2019-10-01,2019-09-25,NH-18610,OFF-LA-10001569
Same Day,2019-09-26,2019-09-26,CM-12445,OFF-LA-10000262
Standard Class,2019-10-01,2019-09-25,DL-12865,OFF-LA-10001771
Standard Class,2019-10-01,2019-09-25,DL-12865,OFF-LA-10003923
Standard Class,2019-09-26,2019-09-22,AC-10450,OFF-LA-10001158
Standard Class,2019-09-29,2019-09-22,RD-19660,OFF-LA-10004484
First Class,2019-09-26,2019-09-23,DV-13045,OFF-LA-10003148
Standard Class,2019-11-22,2019-11-18,SN-20710,OFF-LA-10003510
Second Class,2019-11-24,2019-11-20,NZ-18565,OFF-LA-10004689
Standard Class,2019-11-24,2019-11-20,NP-18670,OFF-LA-10002475
Standard Class,2019-11-19,2019-11-14,RR-19315,OFF-LA-10000248
Standard Class,2019-11-19,2019-11-13,CM-12655,OFF-LA-10001569
Standard Class,2019-11-27,2019-11-22,JE-15475,OFF-LA-10000262
Second Class,2019-11-06,2019-11-04,TP-21565,OFF-LA-10003930
Standard Class,2019-11-10,2019-11-05,MA-17995,OFF-LA-10000414
First Class,2019-11-06,2019-11-03,PF-19225,OFF-LA-10004545
Same Day,2019-11-05,2019-11-05,EB-14170,OFF-LA-10002312
Standard Class,2019-11-14,2019-11-10,PP-18955,OFF-LA-10001613
First Class,2019-11-09,2019-11-07,EM-14095,OFF-LA-10004093
First Class,2020-04-26,2020-04-23,SO-20335,OFF-EN-10003134
Standard Class,2020-12-18,2020-12-14,MP-18175,OFF-EN-10000461
Standard Class,2020-08-24,2020-08-17,RW-19540,OFF-EN-10003134
Standard Class,2020-01-18,2020-01-14,BH-11710,OFF-EN-10001219
Second Class,2020-07-19,2020-07-17,AJ-10795,OFF-EN-10002592
Second Class,2020-10-24,2020-10-19,HH-15010,OFF-EN-10002973
Standard Class,2020-03-22,2020-03-18,BP-11050,OFF-EN-10003072
First Class,2020-08-30,2020-08-27,SP-20620,OFF-EN-10004030
Standard Class,2020-09-11,2020-09-07,CB-12025,OFF-EN-10001509
Standard Class,2020-09-07,2020-09-03,AP-10915,OFF-EN-10001219
Standard Class,2020-08-15,2020-08-10,IL-15100,OFF-EN-10003134
First Class,2020-08-07,2020-08-04,HM-14860,OFF-EN-10001141
Standard Class,2020-08-28,2020-08-21,GT-14710,OFF-EN-10004459
Standard Class,2020-08-18,2020-08-13,DC-12850,OFF-EN-10003845
First Class,2020-06-23,2020-06-22,DC-12850,OFF-EN-10004483
Standard Class,2020-05-09,2020-05-05,DK-12985,OFF-EN-10003448
First Class,2020-05-06,2020-05-05,LH-17020,OFF-EN-10002600
Second Class,2020-05-05,2020-04-30,DL-13495,OFF-EN-10002986
Standard Class,2020-05-05,2020-04-30,DJ-13510,OFF-EN-10001219
First Class,2020-03-27,2020-03-24,HR-14830,OFF-EN-10004483
Second Class,2020-03-23,2020-03-21,TB-21055,OFF-EN-10003845
First Class,2020-03-31,2020-03-30,TM-21490,OFF-EN-10004206
Standard Class,2020-04-10,2020-04-04,PS-19045,OFF-EN-10001532
Second Class,2020-04-04,2020-04-01,AS-10090,OFF-EN-10001990
Second Class,2020-06-05,2020-06-02,DO-13435,OFF-EN-10001141
Standard Class,2020-05-21,2020-05-14,EJ-14155,OFF-EN-10004955
First Class,2020-05-10,2020-05-09,MC-17605,OFF-EN-10002504
Standard Class,2020-05-17,2020-05-13,BM-11650,OFF-EN-10003296
Standard Class,2020-12-02,2020-11-28,DG-13300,OFF-EN-10003055
Standard Class,2020-12-01,2020-11-24,MY-17380,OFF-EN-10003448
Standard Class,2020-12-01,2020-11-24,KA-16525,OFF-EN-10003001
Standard Class,2020-12-05,2020-12-01,EH-14005,OFF-EN-10003040
First Class,2020-11-17,2020-11-14,AW-10930,OFF-EN-10004459
Standard Class,2020-11-18,2020-11-12,LS-16975,OFF-EN-10001219
Standard Class,2020-11-23,2020-11-19,JD-16150,OFF-EN-10001415
Standard Class,2020-11-23,2020-11-18,RD-19930,OFF-EN-10002592
Second Class,2020-12-24,2020-12-22,JP-15520,OFF-EN-10002621
Second Class,2020-12-28,2020-12-23,MF-18250,OFF-EN-10001453
Second Class,2020-12-14,2020-12-11,RS-19870,OFF-EN-10003160
Same Day,2020-12-10,2020-12-10,CC-12220,OFF-EN-10004030
Standard Class,2020-12-13,2020-12-09,CA-12310,OFF-EN-10004386
Same Day,2020-09-26,2020-09-26,RA-19885,OFF-EN-10001028
Standard Class,2020-09-29,2020-09-25,CA-11965,OFF-EN-10004459
Standard Class,2020-09-27,2020-09-22,SH-19975,OFF-EN-10001415
First Class,2020-09-26,2020-09-23,KN-16705,OFF-EN-10004147
Standard Class,2020-10-05,2020-09-29,AS-10630,OFF-EN-10000461
Standard Class,2020-10-05,2020-09-29,JA-15970,OFF-EN-10001539
First Class,2020-10-01,2020-09-29,FH-14365,OFF-EN-10004846
Same Day,2020-09-12,2020-09-11,KF-16285,OFF-EN-10002312
Standard Class,2020-09-15,2020-09-09,JB-16000,OFF-EN-10000461
First Class,2020-09-21,2020-09-18,PA-19060,OFF-EN-10000927
Standard Class,2020-09-23,2020-09-18,SH-19975,OFF-EN-10004030
Standard Class,2020-09-20,2020-09-16,JF-15355,OFF-EN-10001141
Standard Class,2020-11-06,2020-11-02,TH-21115,OFF-EN-10003845
Second Class,2020-11-05,2020-11-02,TB-21175,OFF-EN-10004846
Second Class,2020-11-04,2020-11-02,NL-18310,OFF-EN-10001335
Second Class,2020-11-02,2020-10-28,LO-17170,OFF-EN-10004386
Standard Class,2020-11-05,2020-10-31,CY-12745,OFF-EN-10001137
Standard Class,2020-11-11,2020-11-06,ZC-21910,OFF-EN-10001219
Standard Class,2020-11-03,2020-10-27,SH-19975,OFF-EN-10003068
First Class,2020-10-24,2020-10-22,TA-21385,OFF-EN-10002500
Standard Class,2020-10-28,2020-10-22,ML-17395,OFF-EN-10003068
Standard Class,2020-11-01,2020-10-26,OT-18730,OFF-EN-10002831
First Class,2019-07-06,2019-07-04,AA-10645,OFF-EN-10003567
Standard Class,2019-07-26,2019-07-21,DK-12835,OFF-EN-10003001
Second Class,2019-07-20,2019-07-16,JD-15895,OFF-EN-10001509
First Class,2019-06-15,2019-06-12,SC-20725,OFF-EN-10002500
Second Class,2019-09-05,2019-09-02,BM-11140,OFF-EN-10003567
Second Class,2019-09-03,2019-09-01,LB-16795,OFF-EN-10002500
First Class,2019-09-04,2019-09-01,CV-12805,OFF-EN-10001335
Standard Class,2019-09-11,2019-09-06,KB-16315,OFF-EN-10003055
Standard Class,2019-09-08,2019-09-04,MB-18085,OFF-EN-10003286
Second Class,2019-09-07,2019-09-05,DM-13015,OFF-EN-10001099
Standard Class,2019-07-29,2019-07-25,BE-11335,OFF-EN-10003040
Second Class,2019-08-05,2019-08-03,AG-10330,OFF-EN-10002504
Standard Class,2019-08-30,2019-08-23,MS-17770,OFF-EN-10002504
Standard Class,2019-08-20,2019-08-16,PK-19075,OFF-EN-10004030
Standard Class,2019-08-28,2019-08-22,CR-12730,OFF-EN-10002230
Second Class,2019-03-15,2019-03-12,DK-13225,OFF-EN-10004459
Second Class,2019-03-16,2019-03-12,CK-12595,OFF-EN-10001099
Standard Class,2019-03-11,2019-03-05,RW-19630,OFF-EN-10000056
Standard Class,2019-03-08,2019-03-03,CC-12220,OFF-EN-10000483
Standard Class,2019-03-12,2019-03-08,SJ-20125,OFF-EN-10001453
Same Day,2019-03-17,2019-03-17,GZ-14470,OFF-EN-10003055
Second Class,2019-02-04,2019-01-31,JK-15325,OFF-EN-10003134
Standard Class,2019-02-06,2019-01-31,BF-11170,OFF-EN-10004483
Standard Class,2019-01-21,2019-01-15,WB-21850,OFF-EN-10001137
Standard Class,2019-01-19,2019-01-15,Dp-13240,OFF-EN-10003040
Second Class,2019-02-27,2019-02-25,BD-11725,OFF-EN-10003134
Standard Class,2019-02-27,2019-02-23,AC-10420,OFF-EN-10004386
Same Day,2019-02-05,2019-02-05,PP-18955,OFF-EN-10003001
Standard Class,2019-05-15,2019-05-09,JW-16075,OFF-EN-10003134
Standard Class,2019-05-17,2019-05-12,JM-15580,OFF-EN-10001141
Standard Class,2019-05-15,2019-05-10,GM-14500,OFF-EN-10001535
Standard Class,2019-06-03,2019-05-30,EB-13750,OFF-EN-10002600
Standard Class,2019-05-27,2019-05-22,AF-10870,OFF-EN-10002973
First Class,2019-04-15,2019-04-13,SP-20920,OFF-EN-10001509
Standard Class,2019-04-14,2019-04-08,EH-14125,OFF-EN-10002312
Standard Class,2019-04-13,2019-04-08,JL-15505,OFF-EN-10001137
Standard Class,2019-04-14,2019-04-08,PG-18820,OFF-EN-10002973
Standard Class,2019-04-16,2019-04-12,BD-11605,OFF-EN-10002500
Standard Class,2019-04-27,2019-04-23,AF-10870,OFF-EN-10004386
Standard Class,2019-12-30,2019-12-24,SC-20305,OFF-EN-10001990
Standard Class,2019-12-30,2019-12-23,EH-13765,OFF-EN-10004773
Same Day,2019-12-01,2019-12-01,LB-16795,OFF-EN-10001219
First Class,2019-12-13,2019-12-10,DL-13315,OFF-EN-10003296
Second Class,2019-12-10,2019-12-05,HE-14800,OFF-EN-10004483
Standard Class,2019-12-12,2019-12-06,GT-14710,OFF-EN-10000927
Second Class,2019-12-31,2019-12-29,KL-16645,OFF-EN-10002592
Standard Class,2020-02-27,2020-02-20,KM-16375,OFF-EN-10004846
Standard Class,2020-03-08,2020-03-02,DB-13555,OFF-EN-10003286
Standard Class,2020-03-09,2020-03-04,SP-20860,OFF-EN-10000483
Same Day,2020-03-05,2020-03-05,CB-12535,OFF-EN-10003862
Standard Class,2020-01-16,2020-01-12,LS-16945,OFF-EN-10002621
First Class,2020-01-15,2020-01-14,RB-19570,OFF-EN-10002504
Standard Class,2020-01-23,2020-01-19,RM-19375,OFF-EN-10001509
Standard Class,2020-01-25,2020-01-21,BE-11410,OFF-EN-10002230
Same Day,2019-10-04,2019-10-04,MO-17500,OFF-EN-10003862
Second Class,2019-10-06,2019-10-03,HL-15040,OFF-EN-10001099
Standard Class,2019-10-20,2019-10-14,NC-18415,OFF-EN-10001335
Standard Class,2019-10-20,2019-10-15,QJ-19255,OFF-EN-10002312
Standard Class,2019-09-17,2019-09-11,RC-19960,OFF-EN-10000056
Standard Class,2019-09-16,2019-09-11,JF-15565,OFF-EN-10002312
Standard Class,2019-09-28,2019-09-24,EH-13765,OFF-EN-10001453
Standard Class,2019-10-01,2019-09-26,NF-18385,OFF-EN-10001415
First Class,2019-09-26,2019-09-23,DV-13045,OFF-EN-10001509
Second Class,2019-09-24,2019-09-22,NP-18685,OFF-EN-10003055
Standard Class,2019-11-20,2019-11-16,RD-19900,OFF-EN-10001990
Standard Class,2019-11-24,2019-11-19,EH-13945,OFF-EN-10003798
Second Class,2019-11-15,2019-11-12,FH-14275,OFF-EN-10002831
First Class,2019-11-26,2019-11-24,CA-12055,OFF-EN-10001532
Standard Class,2019-11-05,2019-11-01,KM-16375,OFF-EN-10002230
Second Class,2019-11-07,2019-11-05,LH-17155,OFF-EN-10001434
First Class,2020-10-02,2020-09-29,PG-18820,OFF-FA-10002280
Second Class,2020-06-26,2020-06-24,KT-16480,OFF-FA-10001332
Second Class,2020-09-06,2020-09-04,VM-21835,OFF-FA-10001843
Second Class,2020-06-14,2020-06-10,MM-18280,OFF-FA-10004395
Same Day,2020-05-25,2020-05-25,TB-21625,OFF-FA-10000936
Second Class,2020-05-22,2020-05-20,NC-18340,OFF-FA-10001843
Second Class,2020-11-16,2020-11-12,MB-17305,OFF-FA-10003495
First Class,2020-11-21,2020-11-18,CD-12280,OFF-FA-10000611
First Class,2020-12-31,2020-12-29,MC-17845,OFF-FA-10002988
Second Class,2020-12-29,2020-12-25,MH-18115,OFF-FA-10003059
First Class,2020-12-13,2020-12-11,NB-18655,OFF-FA-10001561
Second Class,2020-09-13,2020-09-11,HA-14920,OFF-FA-10000936
Second Class,2020-09-13,2020-09-11,SS-20410,OFF-FA-10000992
First Class,2020-09-11,2020-09-08,BF-11020,OFF-FA-10004854
Second Class,2020-11-04,2020-11-02,NL-18310,OFF-FA-10004838
Second Class,2019-07-18,2019-07-14,RE-19450,OFF-FA-10000936
Second Class,2019-07-18,2019-07-14,SW-20755,OFF-FA-10002988
Second Class,2019-07-11,2019-07-07,BF-11020,OFF-FA-10000936
First Class,2019-07-06,2019-07-03,GT-14755,OFF-FA-10001135
Second Class,2019-07-27,2019-07-25,LB-16735,OFF-FA-10000624
Same Day,2019-06-26,2019-06-26,AH-10075,OFF-FA-10000624
Same Day,2019-09-02,2019-09-02,SS-20590,OFF-FA-10002676
Second Class,2019-09-07,2019-09-05,DM-13525,OFF-FA-10001843
First Class,2019-09-06,2019-09-05,JH-15985,OFF-FA-10000304
Second Class,2019-08-10,2019-08-08,JF-15565,OFF-FA-10000585
First Class,2019-08-27,2019-08-26,RF-19735,OFF-FA-10002983
Second Class,2019-09-01,2019-08-27,TB-21055,OFF-FA-10000735
Same Day,2019-02-05,2019-02-05,PP-18955,OFF-FA-10000053
First Class,2019-05-20,2019-05-17,LW-17215,OFF-FA-10000936
First Class,2019-12-19,2019-12-16,KD-16495,OFF-FA-10001754
First Class,2019-12-30,2019-12-27,RD-19810,OFF-FA-10000621
Second Class,2020-02-25,2020-02-20,BP-11095,OFF-FA-10001229
Same Day,2020-03-05,2020-03-05,JD-16060,OFF-FA-10002763
Second Class,2020-01-09,2020-01-07,JF-15190,OFF-FA-10003112
First Class,2020-02-05,2020-02-02,DW-13585,OFF-FA-10002780
Second Class,2020-01-25,2020-01-22,EH-13765,OFF-FA-10002975
Second Class,2019-10-24,2019-10-20,CM-12445,OFF-FA-10003112
Second Class,2019-11-24,2019-11-20,NZ-18565,OFF-FA-10002983
Second Class,2019-11-26,2019-11-24,NS-18505,OFF-FA-10002676
Same Day,2019-11-23,2019-11-23,LS-17200,OFF-FA-10002763
Same Day,2019-11-04,2019-11-04,RC-19825,OFF-FA-10000621
Second Class,2019-11-08,2019-11-03,AP-10915,OFF-FA-10002280
First Class,2019-11-09,2019-11-07,CC-12475,OFF-FA-10004968
Standard Class,2020-04-22,2020-04-17,PS-18760,OFF-FA-10001561
Standard Class,2020-11-25,2020-11-21,BF-11005,OFF-FA-10004248
Standard Class,2020-10-10,2020-10-05,GG-14650,OFF-FA-10002780
Standard Class,2020-09-26,2020-09-20,SV-20365,OFF-FA-10000304
Standard Class,2021-01-02,2020-12-29,BS-11755,OFF-FA-10000089
Standard Class,2020-07-02,2020-06-25,ML-17755,OFF-FA-10004395
Standard Class,2020-07-11,2020-07-07,AT-10735,OFF-FA-10001135
Standard Class,2020-07-18,2020-07-14,TC-21295,OFF-FA-10000490
Standard Class,2020-09-05,2020-08-31,JF-15490,OFF-FA-10000585
Standard Class,2020-09-08,2020-09-02,JS-15595,OFF-FA-10002280
Standard Class,2020-08-28,2020-08-21,GT-14710,OFF-FA-10002280
Standard Class,2020-08-03,2020-07-29,LA-16780,OFF-FA-10003059
Standard Class,2020-08-18,2020-08-13,DC-12850,OFF-FA-10003495
Standard Class,2020-04-28,2020-04-24,MG-17890,OFF-FA-10002676
Standard Class,2020-04-17,2020-04-13,DP-13105,OFF-FA-10004076
Standard Class,2020-05-08,2020-05-03,BO-11350,OFF-FA-10002280
Standard Class,2020-04-02,2020-03-26,EM-14200,OFF-FA-10003021
Standard Class,2020-03-25,2020-03-21,PS-18970,OFF-FA-10004838
Standard Class,2020-04-15,2020-04-10,SJ-20125,OFF-FA-10000624
Standard Class,2020-06-02,2020-05-29,JO-15550,OFF-FA-10004395
Standard Class,2020-05-27,2020-05-23,KL-16645,OFF-FA-10000840
Standard Class,2020-11-28,2020-11-24,GT-14710,OFF-FA-10004248
Standard Class,2020-12-07,2020-12-01,JH-15985,OFF-FA-10000134
Standard Class,2020-12-04,2020-11-30,SC-20800,OFF-FA-10000611
Standard Class,2020-11-16,2020-11-11,WB-21850,OFF-FA-10004854
Standard Class,2020-11-23,2020-11-19,DD-13570,OFF-FA-10000624
Standard Class,2020-12-23,2020-12-18,BP-11290,OFF-FA-10002988
Standard Class,2020-12-30,2020-12-25,SV-20935,OFF-FA-10002975
Standard Class,2021-01-03,2020-12-30,JM-15580,OFF-FA-10003472
Standard Class,2021-01-04,2020-12-28,JF-15415,OFF-FA-10000585
Standard Class,2020-12-18,2020-12-14,BF-11170,OFF-FA-10001332
Standard Class,2020-12-12,2020-12-07,DS-13180,OFF-FA-10000611
Standard Class,2020-10-07,2020-10-02,FG-14260,OFF-FA-10002780
Standard Class,2020-09-20,2020-09-16,CY-12745,OFF-FA-10000621
Standard Class,2020-11-06,2020-11-02,KM-16225,OFF-FA-10003495
Standard Class,2020-10-11,2020-10-07,Dp-13240,OFF-FA-10003112
Standard Class,2020-10-16,2020-10-12,NP-18670,OFF-FA-10000621
Standard Class,2020-10-30,2020-10-24,CS-11950,OFF-FA-10000735
Standard Class,2019-06-11,2019-06-07,RS-19870,OFF-FA-10002988
Standard Class,2019-06-28,2019-06-23,IM-15070,OFF-FA-10004076
Standard Class,2019-09-03,2019-08-29,GB-14530,OFF-FA-10000053
Standard Class,2019-09-05,2019-09-01,DK-13225,OFF-FA-10002780
Standard Class,2019-09-10,2019-09-05,GH-14410,OFF-FA-10002763
Standard Class,2019-08-13,2019-08-08,CM-12655,OFF-FA-10001883
Standard Class,2019-08-03,2019-07-28,SC-20680,OFF-FA-10000735
Standard Class,2019-03-08,2019-03-03,AA-10315,OFF-FA-10001332
Standard Class,2019-03-12,2019-03-08,BD-11620,OFF-FA-10004968
Standard Class,2019-04-08,2019-04-01,BB-10990,OFF-FA-10003112
Standard Class,2019-01-28,2019-01-22,PG-18895,OFF-FA-10003472
Standard Class,2019-03-06,2019-02-28,RR-19525,OFF-FA-10003495
Standard Class,2019-02-26,2019-02-22,TZ-21580,OFF-FA-10000992
Standard Class,2019-02-20,2019-02-16,EA-14035,OFF-FA-10000304
Standard Class,2019-02-22,2019-02-15,PG-18820,OFF-FA-10000304
Standard Class,2019-05-31,2019-05-26,SV-20785,OFF-FA-10003467
Standard Class,2019-04-19,2019-04-15,MY-18295,OFF-FA-10002988
Standard Class,2019-04-21,2019-04-17,SW-20350,OFF-FA-10000134
Standard Class,2019-04-15,2019-04-08,CK-12325,OFF-FA-10002280
Standard Class,2019-05-10,2019-05-06,BE-11455,OFF-FA-10004248
Standard Class,2019-12-19,2019-12-14,PK-19075,OFF-FA-10000621
Standard Class,2019-12-17,2019-12-11,JM-15265,OFF-FA-10000304
Standard Class,2019-12-29,2019-12-23,MC-17590,OFF-FA-10000992
Standard Class,2019-12-04,2019-11-28,DS-13180,OFF-FA-10004076
Standard Class,2019-12-10,2019-12-06,AP-10720,OFF-FA-10003467
Standard Class,2020-03-02,2020-02-23,AC-10615,OFF-FA-10002701
Standard Class,2020-02-23,2020-02-19,ME-17725,OFF-FA-10004968
Standard Class,2020-02-21,2020-02-16,JS-16030,OFF-FA-10004854
Standard Class,2020-01-20,2020-01-14,HR-14770,OFF-FA-10003472
Standard Class,2020-01-30,2020-01-26,CJ-12010,OFF-FA-10000611
Standard Class,2020-01-30,2020-01-24,TP-21130,OFF-FA-10000053
Standard Class,2019-10-11,2019-10-07,MC-18100,OFF-FA-10001883
Standard Class,2019-10-19,2019-10-13,LC-16885,OFF-FA-10002988
Standard Class,2019-10-31,2019-10-27,BW-11200,OFF-FA-10000134
Standard Class,2019-10-28,2019-10-23,AB-10255,OFF-FA-10002983
Standard Class,2019-09-16,2019-09-12,SF-20200,OFF-FA-10000585
Standard Class,2019-09-17,2019-09-12,AJ-10795,OFF-FA-10002975
Standard Class,2019-11-24,2019-11-19,EH-13945,OFF-FA-10003495
Standard Class,2019-11-16,2019-11-12,SP-20920,OFF-FA-10000585
Standard Class,2019-12-01,2019-11-24,MG-17650,OFF-FA-10001754
Standard Class,2019-11-08,2019-11-03,XP-21865,OFF-FA-10001561
Standard Class,2019-11-04,2019-10-30,SP-20920,OFF-FA-10003059
Standard Class,2021-01-04,2020-12-31,JM-15580,OFF-FA-10003472
Second Class,2020-08-29,2020-08-27,DR-12880,OFF-SU-10002503
First Class,2020-12-04,2020-12-02,KM-16720,OFF-SU-10001935
Same Day,2020-08-13,2020-08-13,JK-15370,OFF-SU-10000946
First Class,2020-12-21,2020-12-19,AC-10450,OFF-SU-10002881
Standard Class,2021-01-01,2020-12-25,GA-14725,OFF-SU-10000946
Second Class,2020-07-28,2020-07-25,JC-15775,OFF-SU-10004884
Standard Class,2020-06-30,2020-06-26,SC-20260,OFF-SU-10002503
Standard Class,2020-07-23,2020-07-18,SV-20365,OFF-SU-10004768
Standard Class,2020-07-27,2020-07-21,AM-10705,OFF-SU-10003505
First Class,2020-07-02,2020-06-29,DR-12880,OFF-SU-10002537
Standard Class,2020-09-05,2020-08-31,MG-17890,OFF-SU-10002522
Standard Class,2020-09-01,2020-08-28,MG-17650,OFF-SU-10004115
Standard Class,2020-08-28,2020-08-21,GT-14710,OFF-SU-10000381
Standard Class,2020-08-10,2020-08-06,SH-20395,OFF-SU-10002573
Standard Class,2020-08-25,2020-08-20,LR-17035,OFF-SU-10004768
Standard Class,2020-08-24,2020-08-17,ED-13885,OFF-SU-10000432
Standard Class,2020-04-29,2020-04-23,SK-19990,OFF-SU-10002573
First Class,2020-04-25,2020-04-23,TD-20995,OFF-SU-10001218
First Class,2020-04-18,2020-04-16,EB-13750,OFF-SU-10000157
Standard Class,2020-05-06,2020-05-01,CJ-12010,OFF-SU-10001212
Second Class,2020-03-25,2020-03-23,MZ-17515,OFF-SU-10003505
Standard Class,2020-04-07,2020-03-31,HG-14965,OFF-SU-10004231
First Class,2020-04-05,2020-04-04,DS-13030,OFF-SU-10000646
Second Class,2020-06-10,2020-06-08,TH-21235,OFF-SU-10004231
Standard Class,2020-06-25,2020-06-19,FO-14305,OFF-SU-10002557
Standard Class,2020-06-21,2020-06-16,AB-10255,OFF-SU-10001165
Standard Class,2020-05-19,2020-05-14,KB-16585,OFF-SU-10004498
Standard Class,2020-05-18,2020-05-12,CS-12175,OFF-SU-10000157
Second Class,2020-05-14,2020-05-12,CA-12775,OFF-SU-10004661
First Class,2020-05-29,2020-05-26,KC-16675,OFF-SU-10004498
Standard Class,2020-05-26,2020-05-22,LE-16810,OFF-SU-10000381
First Class,2020-11-25,2020-11-23,DC-12850,OFF-SU-10001935
Standard Class,2020-11-16,2020-11-12,CS-12355,OFF-SU-10000381
Second Class,2020-11-14,2020-11-11,JL-15505,OFF-SU-10004661
Second Class,2020-11-21,2020-11-19,AB-10150,OFF-SU-10001165
Standard Class,2020-11-23,2020-11-18,AF-10870,OFF-SU-10001225
Standard Class,2020-12-28,2020-12-21,DB-13210,OFF-SU-10000898
Second Class,2020-12-27,2020-12-22,JG-15310,OFF-SU-10003505
Standard Class,2020-12-21,2020-12-17,CA-12310,OFF-SU-10002557
Second Class,2020-12-06,2020-12-03,LC-16870,OFF-SU-10004782
Standard Class,2020-12-18,2020-12-14,BF-11170,OFF-SU-10001664
Second Class,2020-09-28,2020-09-24,NK-18490,OFF-SU-10001574
First Class,2020-09-28,2020-09-25,AH-10075,OFF-SU-10000157
Standard Class,2020-09-28,2020-09-22,BK-11260,OFF-SU-10001218
Second Class,2020-09-26,2020-09-22,JA-15970,OFF-SU-10002881
Standard Class,2020-10-08,2020-10-02,JK-16090,OFF-SU-10004664
Standard Class,2020-10-06,2020-09-29,JK-15730,OFF-SU-10000898
Second Class,2020-09-30,2020-09-28,CM-12160,OFF-SU-10001935
Standard Class,2020-09-14,2020-09-09,SO-20335,OFF-SU-10001225
Standard Class,2020-09-22,2020-09-18,SS-20140,OFF-SU-10004261
Second Class,2020-11-06,2020-11-02,AR-10825,OFF-SU-10000646
First Class,2020-11-01,2020-10-30,RD-19810,OFF-SU-10002573
First Class,2019-07-16,2019-07-14,TP-21130,OFF-SU-10004115
Standard Class,2019-07-21,2019-07-15,RH-19510,OFF-SU-10000952
Standard Class,2019-07-12,2019-07-07,SC-20695,OFF-SU-10004664
Standard Class,2019-07-29,2019-07-22,KN-16705,OFF-SU-10004261
Standard Class,2019-07-28,2019-07-23,CK-12205,OFF-SU-10001165
Standard Class,2019-07-21,2019-07-16,CK-12205,OFF-SU-10001574
Standard Class,2019-07-23,2019-07-18,JP-15460,OFF-SU-10004782
Standard Class,2019-06-09,2019-06-05,KB-16600,OFF-SU-10002537
Standard Class,2019-06-30,2019-06-23,MG-17695,OFF-SU-10000157
Same Day,2019-06-26,2019-06-26,AH-10075,OFF-SU-10003505
Standard Class,2019-09-08,2019-09-04,CV-12295,OFF-SU-10002503
Standard Class,2019-09-03,2019-08-29,AB-10060,OFF-SU-10000381
Standard Class,2019-09-07,2019-09-01,PG-18820,OFF-SU-10001574
Standard Class,2019-08-19,2019-08-13,CT-11995,OFF-SU-10003505
Standard Class,2019-08-08,2019-08-04,ML-17755,OFF-SU-10002573
Standard Class,2019-08-30,2019-08-23,MS-17770,OFF-SU-10002189
Standard Class,2019-09-01,2019-08-27,SS-20875,OFF-SU-10004261
Standard Class,2019-09-01,2019-08-27,SS-20875,OFF-SU-10004498
